Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1746052804.25,0,0,31.0,3.0,5.5,11.5,26.67716796875,40.0253246458531,1000.0137646944331,110.78815281701068,214552.0
1746052806.17,0,0,36.0,3.0,6.0,12.0,26.730390625,41.66052269182297,1001.1323568113229,101.37999872414875,35242.5
1746052808.13,0,0,32.0,3.0,6.0,12.0,26.87501953125,41.611071540820305,1002.0697735423362,93.50172850312578,58402.0
1746052810.13,0,0,32.0,3.0,7.0,13.0,26.99640625,41.49628649437149,1002.5825811017764,89.19455313156817,77917.0
1746052812.12,0,0,37.0,3.0,7.0,13.0,27.09044921875,41.390418346443255,1002.877852880715,86.71532853708271,92368.0
1746052814.15,0,0,30.5,3.0,6.5,12.5,27.1614453125,41.279025177324506,1003.0424735622463,85.33336840987693,103135.0
1746052816.15,0,0,30.0,3.0,6.5,12.5,27.216425781250003,41.21061986521947,1003.1217267385425,84.66811919406126,112129.5
1746052818.15,0,0,30.0,3.0,6.0,12.0,27.26310546875,41.236728744809355,1003.1835139433199,84.14950935452586,119490.0
1746052820.13,0,0,32.5,3.0,6.0,12.0,27.304707031249997,41.25630979027788,1003.2229941375806,83.81814667490968,125474.5
1746052822.16,0,0,35.5,3.0,7.0,13.0,27.3411328125,41.248463663735976,1003.2382847392222,83.68981334857826,130115.5
1746052824.1,0,0,36.0,3.0,7.0,13.0,27.3411328125,41.248463663735976,1003.2382847392222,83.68981334857826,130115.5
1746052826.17,0,0,26.0,3.0,7.0,12.0,27.374531249999997,41.24027750170259,1003.2561700861635,83.53970453764549,134043.5
1746052828.1,0,0,26.0,3.0,7.0,12.0,27.40412109375,41.21376560588345,1003.262467044839,83.48685572963521,136761.0
1746052830.15,0,0,38.5,3.0,7.0,11.0,27.431757812500003,41.11844928966349,1003.2680311275442,83.44015800822598,139643.0
1746052832.13,0,0,29.0,3.0,7.0,11.0,27.45890625,41.02312669162762,1003.2624749087877,83.48678973329304,142051.5
1746052834.15,0,0,32.0,3.0,7.0,10.0,27.4856640625,40.89505041141197,1003.2631160143145,83.48140909873766,143680.5
1746052836.13,0,0,36.5,3.0,7.0,10.0,27.51212890625,40.77000890352416,1003.264974074272,83.46581493046352,146485.5
1746052838.17,0,0,36.5,3.0,7.0,10.0,27.5380078125,40.621196607085686,1003.2555455052632,83.54494651583187,146613.5
1746052840.13,0,0,42.5,3.0,7.0,10.0,27.56125,40.46330712068846,1003.2476603099211,83.6111254025848,148679.0
1746052842.16,0,0,36.5,3.0,7.0,10.0,27.5833203125,40.314332459244305,1003.2437957866025,83.6435597631328,150334.0
1746052844.13,0,0,29.0,3.0,7.0,10.0,27.60451171875,40.16242103961631,1003.2375852638704,83.69568396132254,151417.0
1746052846.15,0,0,29.0,3.0,6.0,9.0,27.62541015625,40.022457102903196,1003.2377401239933,83.69438421559605,152578.0
1746052848.14,0,0,37.0,3.0,6.0,9.0,27.645136718750003,39.89727783804757,1003.2367699952886,83.70252636985705,153899.5
1746052850.15,0,0,35.5,3.0,6.0,8.0,27.66369140625,39.76614217854349,1003.243254381462,83.6481036779887,154113.0
1746052852.13,0,0,34.0,3.0,6.0,8.0,27.68205078125,39.652821727041356,1003.2442597504287,83.63966579001573,155244.0
1746052854.15,0,0,25.5,3.0,6.0,7.0,27.6989453125,39.554183305298515,1003.236781986013,83.70242573814028,155244.0
1746052856.12,0,0,25.5,3.0,6.0,7.0,27.71525390625,39.467348033128154,1003.2386080467224,83.68709985006076,155961.0
1746052858.16,0,0,32.0,3.0,7.0,7.0,27.730976562499997,39.39819904809795,1003.2471647188145,83.61528481854643,156252.0
1746052860.13,0,0,39.0,3.0,7.0,7.0,27.74611328125,39.320162899892615,1003.2435759928246,83.64540445834197,156977.0
1746052862.17,0,0,37.0,3.0,6.5,7.0,27.7618359375,39.25991920494857,1003.2341119743676,83.72483490893505,157196.0
1746052864.13,0,0,35.0,3.0,6.5,7.0,27.777949218750003,39.21447871103298,1003.2321711836794,83.7411238275422,157932.0
1746052866.13,0,0,35.0,3.0,6.5,7.0,27.7909375,39.15986894816061,1003.2326704736827,83.7369333336799,158377.0
1746052868.15,0,0,32.0,3.0,6.0,7.0,27.80412109375,39.099404017525465,1003.2326410210187,83.7371805356104,160104.5
1746052870.13,0,0,38.0,3.0,6.0,7.0,27.81681640625,39.04185084623376,1003.2395086984741,83.67954093108312,160332.5
1746052872.17,0,0,35.0,3.0,6.0,9.0,27.828242187500003,38.99301365264421,1003.2450884600321,83.63271054577919,160561.0
1746052874.07,0,0,35.0,3.0,6.0,9.0,27.828242187500003,38.99301365264421,1003.2450884600321,83.63271054577919,160561.0
1746052876.16,0,0,34.0,3.0,6.5,9.0,27.84025390625,38.94425261502238,1003.2456510577289,83.62798874393323,160485.5
1746052878.13,0,0,30.0,3.0,6.5,9.0,27.853144531250003,38.90148553281295,1003.2451238212714,83.63241374688377,160714.0
1746052880.15,0,0,36.5,3.0,7.0,9.0,27.86408203125,38.867345860940965,1003.2464442849106,83.62133131007334,160409.0
1746052882.12,0,0,24.5,3.0,7.0,9.0,27.87677734375,38.81574943727718,1003.2524512096412,83.57091627247942,160562.5
1746052884.17,0,0,24.5,3.0,7.0,9.0,27.888984375,38.78176172004543,1003.248192125299,83.60666201602379,161098.0
1746052886.14,0,0,28.5,3.0,7.0,9.0,27.89884765625,38.74164809701975,1003.2459791810122,83.62523485567473,161021.5
