Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1746052066.78,0,0,32.5,3.0,6.0,9.0,22.533515625,47.52070150257766,1003.0718564020051,85.08672253078163,293892.0
1746052068.73,0,0,41.0,3.0,6.0,8.0,22.864375,45.84442085956691,1002.6961229419124,88.24159363090057,156315.5
1746052070.7,0,0,31.0,3.0,6.0,8.0,24.00265625,44.201029306258164,1001.55214343582,97.85120576547814,29661.0
1746052072.74,0,0,35.5,3.0,6.0,7.5,24.71291015625,44.065593543019745,1000.9053334075882,103.28853575820018,46559.0
1746052074.71,0,0,41.0,3.0,6.0,7.5,25.14162109375,43.88864580238098,1000.5370616238563,106.38566141865928,61880.0
1746052076.72,0,0,41.0,3.0,6.0,7.0,25.4008984375,43.731432486470354,1000.3257694934753,108.1630327686079,75652.0
1746052078.71,0,0,36.5,3.0,6.0,7.0,25.566035156250003,43.605654829893595,1000.2098055846947,109.13864039970694,88068.0
1746052080.73,0,0,34.0,3.0,6.0,6.0,25.67423828125,43.47938455358529,1000.1557174427281,109.5937178610908,97797.5
1746052082.71,0,0,26.0,3.0,6.0,6.0,25.746796875,43.38825370262002,1000.1157724039208,109.92981409078646,107472.0
1746052084.72,0,0,38.5,3.0,6.0,6.0,25.746796875,43.38825370262002,1000.1157724039208,109.92981409078646,107472.0
1746052086.68,0,0,38.5,3.0,6.0,6.0,25.79953125,43.30692672743031,1000.088507305395,110.1592278098177,116217.5
1746052088.74,0,0,39.5,3.0,6.0,6.0,25.83791015625,43.19686743467198,1000.0754781902936,110.26885902740312,123918.0
1746052090.7,0,0,35.5,3.0,6.0,6.0,25.87052734375,43.11028666689662,1000.0663990172081,110.34525494861973,130938.0
1746052092.73,0,0,34.0,2.0,6.0,7.0,25.90255859375,43.05075961971308,1000.0631688114481,110.37243534542246,137146.0
1746052094.7,0,0,32.5,2.0,6.0,7.0,25.9315625,42.98488480429112,1000.0625221186957,110.37787690412688,142604.0
1746052096.7,0,0,32.5,2.0,6.0,7.0,25.95666015625,42.918582663618565,1000.0612651811789,110.38845342198235,147842.0
1746052098.72,0,0,40.0,2.0,6.0,7.0,25.9782421875,42.8759515288354,1000.0651923925077,110.35540800717641,152102.5
1746052100.73,0,0,39.0,2.0,6.0,7.0,25.99748046875,42.803004881333145,1000.0566043793444,110.42767165324628,157052.5
1746052102.7,0,0,35.5,2.0,6.0,7.0,26.017890625,42.67615426646704,1000.0414361597232,110.5553055539801,161645.0
1746052104.77,0,0,41.5,2.5,8.5,9.0,26.03458984375,42.515960515717815,1000.0499489492097,110.4836739854357,166600.5
1746052106.68,0,0,41.5,2.5,8.5,9.0,26.0520703125,42.32902867763208,1000.0503671290338,110.48015522753164,171326.5
1746052108.76,0,0,33.5,2.0,8.5,9.5,26.06779296875,42.1510728203903,1000.051239352712,110.4728158223856,175143.0
1746052110.7,0,0,40.5,2.0,8.5,9.5,26.08244140625,41.99710945443279,1000.0579986658865,110.41593947806075,178957.5
1746052112.75,0,0,31.5,2.0,9.5,9.5,26.09689453125,41.82532978770895,1000.067850640288,110.33304033073563,181650.0
1746052114.68,0,0,31.5,2.0,9.5,9.5,26.10578125,41.65309845553807,1000.0657377301466,110.35081929920973,185848.5
1746052116.7,0,0,42.0,2.0,9.5,9.5,26.116230468749997,41.493143626040265,1000.0662621302267,110.34640677146254,186566.0
1746052118.74,0,0,37.0,2.0,10.0,11.0,26.1243359375,41.34201423407002,1000.0653968999032,110.3536872373459,189065.0
1746052120.7,0,0,34.5,2.0,10.0,11.0,26.134785156249997,41.22105507728942,1000.0590739734271,110.40689126639245,191581.5
1746052122.74,0,0,29.5,2.0,10.0,10.5,26.147578125,41.088538504102836,1000.0592743051044,110.40520557709202,194777.0
1746052124.68,0,0,29.5,2.0,10.0,10.5,26.1579296875,40.982609933013066,1000.0613435315965,110.38779409184986,195988.5
1746052126.75,0,0,27.0,2.0,8.0,9.0,26.17208984375,40.924717748579596,1000.0621386984571,110.38110324042316,196799.0
1746052128.69,0,0,32.0,2.0,8.0,9.0,26.17208984375,40.924717748579596,1000.0621386984571,110.38110324042316,196799.0
1746052130.73,0,0,37.0,2.0,9.0,10.0,26.1899609375,40.932637983854505,1000.0512236806562,110.47294768466428,198684.5
1746052132.68,0,0,37.0,2.0,9.0,10.0,26.2048046875,40.94319705410888,1000.054026503395,110.44936324083764,198744.0
1746052134.73,0,0,34.5,2.0,8.5,9.5,26.21671875,40.95938014578467,1000.051883283146,110.46739744184742,199581.0
1746052136.7,0,0,27.0,2.0,8.5,9.5,26.23419921875,40.97320707930544,1000.0497196315982,110.48560358913363,200305.5
1746052138.74,0,0,33.5,2.0,8.0,9.0,26.2528515625,40.9574310992376,1000.047820597827,110.50158311687167,201276.0
1746052140.7,0,0,29.5,2.0,8.0,9.0,26.27365234375,40.92108417786082,1000.0521141202003,110.46545505157994,203685.5
1746052142.74,0,0,29.5,3.0,8.0,9.0,26.2915234375,40.86064370642549,1000.0557412922142,110.43493410915514,204060.5
1746052144.71,0,0,32.5,3.0,8.0,9.0,26.305781250000003,40.796851456935556,1000.0472765768975,110.5061608191885,205260.0
1746052146.73,0,0,28.5,3.0,8.0,9.0,26.32140625,40.768871168622155,1000.0419740793991,110.55077919750818,206089.0
1746052148.71,0,0,28.0,3.0,8.0,9.0,26.33751953125,40.7468881921869,1000.0366382483232,110.59567821771856,206795.0
1746052150.73,0,0,32.0,3.0,8.0,9.0,26.351875,40.73362219722438,1000.0309027213748,110.64394071748191,207118.0
