Timestamp,PM1.0 (std),PM2.5 (std),PM10 (std),PM1.0 (env),PM2.5 (env),PM10 (env),Particles >0.3um,Particles >0.5um,Particles >1.0um,Particles >2.5um,Particles >5.0um,Particles >10um,Temperature: %0.1f C,Gas: %d ohm,Humidity: %0.1f %%,Pressure: %0.3f hPa,Altitude = %0.2f meters
2025-02-26 14:36:32,2,3,4,2,3,4,564,152,18,2,2,1,23.92375,94995,40.88230913815599,1006.5696315840808,55.76768372260353
2025-02-26 14:36:33,2,3,4,2,3,4,564,152,18,2,2,1,23.9262890625,95210,40.86469293243631,1006.5666702362241,55.792471406355844
2025-02-26 14:36:34,2,3,4,2,3,4,564,152,18,2,2,1,23.9278515625,94064,40.87678990041847,1006.5674275471491,55.78613240085959
2025-02-26 14:36:35,2,3,4,2,3,4,564,152,15,1,1,1,23.9315625,94857,40.859301226274724,1006.5716531049789,55.75076280594028
2025-02-26 14:36:36,2,3,4,2,3,4,564,152,15,1,1,1,23.9325390625,95555,40.85344381535944,1006.5785248084488,55.69324417926378
2025-02-26 14:36:37,2,3,4,2,3,4,564,152,15,1,1,1,23.9346875,96318,40.84771362586305,1006.5819930850821,55.66421357860959
2025-02-26 14:36:38,2,3,3,2,3,3,564,150,17,0,0,0,23.9360546875,96264,40.853824939949654,1006.5806700028006,55.675288197007966
2025-02-26 14:36:39,2,3,3,2,3,3,564,150,17,0,0,0,23.93703125,96816,40.830079614465966,1006.571655967501,55.75073884553196
2025-02-26 14:36:40,2,3,3,2,3,3,564,150,17,0,0,0,23.93859375,97150,40.83024893001696,1006.5688830468604,55.77394927743952
2025-02-26 14:36:41,3,3,4,3,3,4,564,155,19,1,1,1,23.941328125,97487,40.81862084417803,1006.5732971428876,55.737001589093424
2025-02-26 14:36:42,3,3,4,3,3,4,564,155,19,1,1,1,23.944453125,97940,40.80107434325627,1006.5765767226706,55.70955032477652
2025-02-26 14:36:43,3,3,4,3,3,4,564,155,19,1,1,1,23.94640625,98454,40.79532460291911,1006.5850249881364,55.638835632737766
2025-02-26 14:36:44,3,4,5,3,4,5,573,159,25,2,1,1,23.947578125,99499,40.78352958382884,1006.581621406983,55.66732464101181
2025-02-26 14:36:45,3,4,5,3,4,5,573,159,25,2,1,1,23.94875,99911,40.777695814020824,1006.585278284568,55.63671546777188
2025-02-26 14:36:46,3,4,5,3,4,5,573,159,25,2,1,1,23.9501171875,99793,40.759963133834624,1006.5751294802143,55.721664256606694
2025-02-26 14:36:47,3,4,5,3,4,5,588,164,24,2,1,1,23.952265625,101291,40.75423582687176,1006.5750674140601,55.72218377261352
2025-02-26 14:36:48,3,4,5,3,4,5,588,164,24,2,1,1,23.9528515625,101473,40.730462107520985,1006.5742481514393,55.72904129743959
2025-02-26 14:36:49,2,3,4,2,3,4,588,164,24,2,1,1,23.9548046875,101841,40.730673365512274,1006.5685753624731,55.7765247194718
2025-02-26 14:36:50,2,3,4,2,3,4,663,178,27,2,1,1,23.95578125,102397,40.72482022430647,1006.5683866555534,55.778104272576854
2025-02-26 14:36:51,2,3,4,2,3,4,663,178,27,2,1,1,23.9579296875,102646,40.72505258808849,1006.5700896556997,55.763849482465986
2025-02-26 14:36:52,2,3,4,2,3,4,663,178,27,2,1,1,23.9591015625,103591,40.71922073891183,1006.5719813684643,55.74801511540974
2025-02-26 14:36:53,3,4,5,3,4,5,651,175,27,2,1,1,23.960078125,104102,40.707409790306386,1006.5717926466959,55.74959478847433
2025-02-26 14:36:54,3,4,5,3,4,5,651,175,27,2,1,1,23.961640625,104489,40.677791060351694,1006.5707846202514,55.758032357740504
2025-02-26 14:36:55,3,4,5,3,4,5,651,175,27,2,1,1,23.963203125,104749,40.6779599031903,1006.5680114199686,55.78124514663093
